ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor;WKAPot;WKAVor;Coords Pot;Coords Vor;Wetter-ID_Head;besetze Fläche;freieVor in ha
PR1_NFL_125;Nordfriesland;Nordfriesland;Oldersbek,Ostenfeld (Husum),Rantrum,Winnert;Oldersbek,Ostenfeld (Husum),Rantrum,Winnert;444,1;257,5;-;-;[54.4460106, 9.181572];[54.4460106, 9.181572];4919;0,0;257,5
PR1_NFL_135;Nordfriesland;Nordfriesland;Schwesing,Wester-Ohrstedt;Schwesing,Wester-Ohrstedt;106,1;86,2;WKA in Betrieb;WKA in Betrieb;[54.5022534, 9.1623902];[54.5022534, 9.1623902];4919;89,343;-3,1430000000000007
PR1_NFL_301;Nordfriesland;Nordfriesland;DagebÃ¼ll;DagebÃ¼ll;116,0;115,5;WKA in Betrieb;WKA in Betrieb;[54.7173033, 8.7804441];[54.7173033, 8.7804441];2907;0,0;115,5
PR1_NFL_302;Nordfriesland;Nordfriesland;Simonsberg,SÃ¼dermarsch;SÃ¼dermarsch;185,0;127,6;-;-;[54.4358063, 9.0138425];[54.4350203, 9.0676262];4919;0,0;127,6
PR1_NFL_303;Nordfriesland;Nordfriesland;Simonsberg;Simonsberg;18,9;18,9;WKA in Betrieb;WKA in Betrieb;[54.4365923, 8.9600588];[54.4365923, 8.9600588];4919;0,0;18,9
PR1_NFL_304;Nordfriesland;-;Simonsberg,Witzwort;-;86,0;0,0;-;-;[54.4180586, 8.9733508];[0, 0];4919;0,0;0,0
PR1_NFL_305;Nordfriesland;-;KoldenbÃ¼ttel,Witzwort;-;50,5;0,0;-;-;[54.3929041, 9.0273141];[0, 0];4919;0,0;0,0
PR1_NFL_306;Nordfriesland;-;Witzwort;-;41,7;0,0;-;-;[54.3995249, 8.9866427];[0, 0];4919;0,0;0,0
PR1_NFL_307;Nordfriesland;-;Witzwort;-;46,5;0,0;-;-;[54.3995249, 8.9866427];[0, 0];4919;0,0;0,0
PR1_NFL_308;Nordfriesland;Nordfriesland;UelvesbÃ¼ll;UelvesbÃ¼ll;97,1;84,4;-;-;[54.4166642, 8.9228489];[54.4166642, 8.9228489];4919;0,0;84,4
PR1_NFL_309;Nordfriesland;Nordfriesland;Oldenswort,Witzwort;Oldenswort;294,2;106,9;WKA in Betrieb;WKA in Betrieb;[54.3853769, 8.9638975];[54.3712288, 8.9411522];4919;0,0;106,9
PR1_NFL_310;Nordfriesland;-;Oldenswort,Witzwort;-;151,2;0,0;-;-;[54.3853769, 8.9638975];[0, 0];4919;0,0;0,0
PR1_NFL_311;Nordfriesland;-;Oldenswort,TÃ¶nning;-;84,0;0,0;-;-;[54.3450608, 8.9424285];[0, 0];4919;0,0;0,0
PR1_NFL_313;Nordfriesland;-;KotzenbÃ¼ll,Oldenswort,TÃ¶nning;-;214,3;0,0;-;-;[54.3409272, 8.9299947];[0, 0];4919;0,0;0,0
PR1_NFL_315;Nordfriesland;-;Oldenswort;-;41,2;0,0;-;-;[54.3712288, 8.9411522];[0, 0];4919;0,0;0,0
PR1_NFL_316;Nordfriesland;-;Oldenswort;-;44,6;0,0;-;-;[54.3712288, 8.9411522];[0, 0];4919;0,0;0,0
PR1_NFL_317;Nordfriesland;-;Oldenswort,TetenbÃ¼ll;-;112,7;0,0;-;-;[54.3612978, 8.8836607];[0, 0];4919;0,0;0,0
PR1_NFL_318;Nordfriesland;-;TetenbÃ¼ll;-;53,1;0,0;-;-;[54.3513668, 8.8261692];[0, 0];4393;0,0;0,0
PR1_NFL_319;Nordfriesland;-;Tating;-;99,5;0,0;WKA in Betrieb;-;[54.3256494, 8.7063937];[0, 0];4393;0,0;0,0
PR1_NFL_401;Nordfriesland;-;Sylt;-;33,7;0,0;-;-;[54.9017773, 8.331346];[0, 0];2907;0,0;0,0
PR1_NFL_402;Nordfriesland;-;Sylt;-;77,6;0,0;-;-;[54.9017773, 8.331346];[0, 0];2907;0,0;0,0
PR1_NFL_403;Nordfriesland;-;Alkersum,Borgsum,Midlum,Nieblum,Oevenum,Oldsum,SÃ¼derende,Wrixum;-;669,4;0,0;-;-;[54.7101873, 8.4932484];[0, 0];2907;0,0;0,0
PR1_NFL_404;Nordfriesland;-;Oevenum;-;25,0;0,0;-;-;[54.7108916, 8.5309084];[0, 0];2907;0,0;0,0
PR1_NFL_405;Nordfriesland;-;SÃ¼derlÃ¼gum;-;28,1;0,0;-;-;[54.8725632, 8.9073837];[0, 0];2907;0,0;0,0
PR1_NFL_406;Nordfriesland;Nordfriesland;Bramstedtlund,Ladelund,Weesby;Bramstedtlund,Weesby;257,2;58,5;-;-;[54.8403869, 9.0543542];[54.8411238, 9.0848044];2907;0,0;58,5
PR1_NFL_407;Nordfriesland;-;Bramstedtlund,Ladelund;-;52,4;0,0;-;-;[54.8403869, 9.0543542];[0, 0];2907;0,0;0,0
PR1_NFL_409;Nordfriesland;-;GalmsbÃ¼ll,Risum-Lindholm;-;89,5;0,0;-;-;[54.7650441, 8.8079597];[0, 0];2907;0,0;0,0
PR1_NFL_410;Nordfriesland;-;Treia;-;15,2;0,0;-;-;[0, 0];[0, 0];6108;0,0;0,0
PR1_NFL_411;Nordfriesland;-;Goldelund;-;21,0;0,0;-;-;[54.6788605, 9.1088592];[0, 0];2907;0,0;0,0
PR1_NFL_412;Nordfriesland;-;Immenstedt;-;19,0;0,0;-;-;[54.5393275, 9.1633145];[0, 0];4919;0,0;0,0
PR1_NFL_413;Nordfriesland;-;AhrenshÃ¶ft,ViÃ¶l;-;39,5;0,0;-;-;[54.5638885, 9.1214645];[0, 0];4919;0,0;0,0
PR1_NFL_414;Nordfriesland;Nordfriesland;Elisabeth-Sophien-Koog,Nordstrand;Elisabeth-Sophien-Koog,Nordstrand;50,6;41,4;-;-;[54.4989495, 8.8726774];[54.4989495, 8.8726774];4919;0,0;41,4
PR1_NFL_415;Nordfriesland;-;KoldenbÃ¼ttel,Witzwort;-;31,7;0,0;-;-;[54.3929041, 9.0273141];[0, 0];4919;0,0;0,0
PR1_NFL_416;Nordfriesland;-;Witzwort;-;21,4;0,0;-;-;[54.3995249, 8.9866427];[0, 0];4919;0,0;0,0
PR1_NFL_417;Nordfriesland;-;Oldenswort;-;22,4;0,0;-;-;[54.3712288, 8.9411522];[0, 0];4919;0,0;0,0
PR1_NFL_418;Nordfriesland;-;KotzenbÃ¼ll,TÃ¶nning;-;39,0;0,0;-;-;[54.3257764, 8.924416];[0, 0];4393;0,0;0,0
PR1_NFL_419;Nordfriesland;-;Garding,Kirchspiel,Katharinenheerd,TÃ¶nning,Welt;-;216,7;0,0;-;-;[54.3226504, 8.8290435];[0, 0];4393;0,0;0,0
PR1_NFL_420;Nordfriesland;-;TÃ¶nning;-;61,6;0,0;-;-;[54.3188928, 8.9437049];[0, 0];4393;0,0;0,0
PR1_NFL_421;Nordfriesland;-;TÃ¶nning;-;152,1;0,0;-;-;[54.3188928, 8.9437049];[0, 0];4393;0,0;0,0
PR1_NFL_425;Nordfriesland;Nordfriesland;Bramstedtlund,Holt,Ladelund;Bramstedtlund,Holt,Ladelund;372,3;187,3;WKA in Betrieb;WKA in Betrieb;[54.8403869, 9.0543542];[54.8403869, 9.0543542];2907;0,0;187,3
PR1_NFL_426;Nordfriesland;-;AhrenshÃ¶ft;-;21,6;0,0;-;-;[54.5581443, 9.0713273];[0, 0];4919;0,0;0,0
PR1_NFL_427;Nordfriesland;Nordfriesland;Karlum,Ladelund;Karlum,Ladelund;72,5;55,9;WKA in Betrieb;WKA in Betrieb;[54.8342987, 8.998484];[54.8342987, 8.998484];2907;114,921;-59,02100000000001
PR1_NFL_501;Nordfriesland;-;AhrenviÃ¶l,Immenstedt;-;84,0;0,0;WKA in Betrieb;-;[54.5346029, 9.1845236];[0, 0];4919;0,0;0,0
PR1_NFL_502;Nordfriesland;-;Ladelund;-;31,2;0,0;-;-;[54.8396499, 9.023904];[0, 0];2907;0,0;0,0
PR1_NFL_503;Nordfriesland;-;Ladelund;-;41,3;0,0;-;-;[54.8396499, 9.023904];[0, 0];2907;0,0;0,0
PR1_NFL_504;Nordfriesland;Nordfriesland;Olderup;Olderup;16,0;16,0;WKA in Betrieb;WKA in Betrieb;[54.538708, 9.1101719];[54.538708, 9.1101719];4919;74,295;-58,295
PR3_OHS_001;Ostholstein;Ostholstein;Fehmarn;Fehmarn;601,1;360,5;WKA in Betrieb;WKA in Betrieb;[54.4687375, 11.1340848];[54.4687375, 11.1340848];5516;0,0;360,5
PR3_OHS_002;Ostholstein;-;Fehmarn;-;20,5;0,0;-;-;[54.4687375, 11.1340848];[0, 0];5516;0,0;0,0
PR3_OHS_003;Ostholstein;-;Fehmarn;-;219,0;0,0;-;-;[54.4687375, 11.1340848];[0, 0];5516;0,0;0,0
PR3_OHS_005;Ostholstein;Ostholstein;Fehmarn;Fehmarn;203,2;98,1;-;-;[54.4687375, 11.1340848];[54.4687375, 11.1340848];5516;0,0;98,1
PR3_OHS_007;Ostholstein;-;Fehmarn;-;144,6;0,0;-;-;[54.4687375, 11.1340848];[0, 0];5516;0,0;0,0
PR3_OHS_008;Ostholstein;-;Fehmarn;-;141,9;0,0;-;-;[54.4687375, 11.1340848];[0, 0];5516;0,0;0,0
PR3_OHS_010;Ostholstein;Ostholstein;Gremersdorf,Heiligenhafen;Heiligenhafen;93,3;19,9;-;-;[54.3497369, 10.9554449];[54.3668891, 10.9786448];5877;0,0;19,9
PR3_OHS_011;Ostholstein;-;Gremersdorf,GroÃenbrode,Heiligenhafen;-;45,0;0,0;-;-;[54.3536884, 10.9982149];[0, 0];5877;0,0;0,0
PR3_OHS_012;Ostholstein;Ostholstein;Gremersdorf,GroÃenbrode,Neukirchen;Gremersdorf,GroÃenbrode,Neukirchen;218,2;181,7;WKA in Betrieb;WKA in Betrieb;[54.3393331, 11.010612];[54.3393331, 11.010612];5877;37,986;143,714
PR3_OHS_013;Ostholstein;-;Neukirchen;-;15,9;0,0;-;-;[54.3238233, 11.0158359];[0, 0];5877;0,0;0,0
PR3_OHS_014;Ostholstein;-;Gremersdorf;-;68,2;0,0;-;-;[54.3325847, 10.932245];[0, 0];5877;0,0;0,0
PR3_OHS_015;Ostholstein;Ostholstein;Gremersdorf;Gremersdorf;84,7;34,7;WKA in Betrieb;WKA in Betrieb;[54.3325847, 10.932245];[54.3325847, 10.932245];5877;0,0;34,7
PR3_OHS_017;Ostholstein;-;Gremersdorf;-;23,1;0,0;-;-;[54.3325847, 10.932245];[0, 0];5877;0,0;0,0
PR3_OHS_018;Ostholstein;-;Neukirchen;-;79,9;0,0;-;-;[54.3238233, 11.0158359];[0, 0];5877;0,0;0,0
PR3_OHS_019;Ostholstein;-;Heringsdorf,Neukirchen;-;22,6;0,0;-;-;[54.3119318, 11.0104798];[0, 0];5877;0,0;0,0
PR3_OHS_020;Ostholstein;-;Oldenburg in Holstein;-;42,0;0,0;-;-;[54.2922574, 10.8809805];[0, 0];5877;0,0;0,0
PR3_OHS_021;Ostholstein;Ostholstein;GÃ¶hl,Gremersdorf,Heringsdorf;GÃ¶hl,Gremersdorf;167,7;61,8;WKA in Betrieb;WKA in Betrieb;[54.306248, 10.9591107];[54.3093519, 10.9361042];5877;7,562;54,238
PR3_OHS_022;Ostholstein;Ostholstein;Heringsdorf,Neukirchen;Heringsdorf,Neukirchen;114,6;44,6;WKA in Betrieb;WKA in Betrieb;[54.3119318, 11.0104798];[54.3119318, 11.0104798];5877;0,0;44,6
PR3_OHS_023;Ostholstein;-;Wangels;-;24,8;0,0;-;-;[54.2733206, 10.7663663];[0, 0];5877;0,0;0,0
PR3_OHS_024;Ostholstein;-;Wangels;-;67,7;0,0;-;-;[54.2733206, 10.7663663];[0, 0];5877;0,0;0,0
PR3_OHS_025;Ostholstein;Ostholstein;Wangels;Wangels;96,7;96,7;WKA in Betrieb;WKA in Betrieb;[54.2733206, 10.7663663];[54.2733206, 10.7663663];5877;0,0;96,7
PR3_OHS_026;Ostholstein;-;Oldenburg in Holstein,Wangels;-;54,0;0,0;-;-;[54.282789, 10.8236734];[0, 0];5877;0,0;0,0
PR3_OHS_027;Ostholstein;Ostholstein;Wangels;Wangels;22,3;22,3;-;-;[54.2733206, 10.7663663];[54.2733206, 10.7663663];5877;0,0;22,3
PR3_OHS_028;Ostholstein;Ostholstein;GÃ¶hl,Heringsdorf;GÃ¶hl,Heringsdorf;384,2;306,5;-;-;[54.2930797, 10.9725435];[54.2930797, 10.9725435];5877;0,0;306,5
PR3_OHS_029;Ostholstein;Ostholstein;Wangels;Wangels;71,7;36,9;-;-;[54.2733206, 10.7663663];[54.2733206, 10.7663663];5877;0,0;36,9
PR3_OHS_030;Ostholstein;-;Wangels;-;47,6;0,0;-;-;[54.2733206, 10.7663663];[0, 0];5877;0,0;0,0
PR3_OHS_033;Ostholstein;Ostholstein;Harmsdorf,Lensahn,Oldenburg in Holstein;Harmsdorf,Lensahn;180,8;78,5;-;-;[54.2511533, 10.8664765];[54.2306012, 10.8592244];5877;0,0;78,5
PR3_OHS_035;Ostholstein;Ostholstein;Damlos;Damlos;22,6;22,6;-;-;[54.2443892, 10.9053011];[54.2443892, 10.9053011];5877;0,0;22,6
PR3_OHS_037;Ostholstein;Ostholstein;GrÃ¶mitz,Kabelhorst,Riepsdorf;GrÃ¶mitz,Kabelhorst,Riepsdorf;153,0;121,5;WKA in Betrieb;WKA in Betrieb;[54.1949746, 10.9512548];[54.1949746, 10.9512548];3897;22,05;99,45
PR3_OHS_040;Ostholstein;Ostholstein;GrÃ¶mitz,Riepsdorf;GrÃ¶mitz,Riepsdorf;108,4;95,0;WKA in Betrieb;WKA in Betrieb;[54.184209, 10.9651286];[54.184209, 10.9651286];3897;0,0;95,0
PR3_OHS_041;Ostholstein;Ostholstein;GrÃ¶mitz,Riepsdorf;GrÃ¶mitz,Riepsdorf;85,8;34,8;-;-;[54.184209, 10.9651286];[54.184209, 10.9651286];3897;0,0;34,8
PR3_OHS_044;Ostholstein;-;Beschendorf;-;16,0;0,0;-;-;[54.1834961, 10.8751201];[0, 0];3897;0,0;0,0
PR3_OHS_045;Ostholstein;-;Lensahn;-;58,0;0,0;-;-;[54.2208531, 10.8859981];[0, 0];5877;0,0;0,0
PR3_OHS_047;Ostholstein;Ostholstein;SchÃ¶nwalde am Bungsberg;SchÃ¶nwalde am Bungsberg;57,2;57,2;WKA in Betrieb;WKA in Betrieb;[54.1876023, 10.7532065];[54.1876023, 10.7532065];3897;0,0;57,2
PR3_OHS_048;Ostholstein;-;Beschendorf,GrÃ¶mitz,Manhagen,Schashagen;-;98,5;0,0;-;-;[54.1645042, 10.9086379];[0, 0];3897;0,0;0,0
PR3_OHS_049;Ostholstein;Ostholstein;Altenkrempe,SchÃ¶nwalde am Bungsberg;Altenkrempe,SchÃ¶nwalde amBungsberg;41,8;34,9;WKA in Betrieb;WKA in Betrieb;[54.1596495, 10.7903467];[54.1316968, 10.8274868];3897;0,0;34,9
PR3_OHS_050;Ostholstein;Ostholstein;GrÃ¶mitz,Schashagen;Schashagen;142,4;97,9;WKA in Betrieb;WKA in Betrieb;[54.1390792, 10.9224571];[54.1340488, 10.8860643];3897;27,396;70,504
PR3_OHS_051;Ostholstein;-;Altenkrempe;-;48,1;0,0;-;-;[54.1316968, 10.8274868];[0, 0];3897;0,0;0,0
PR3_OHS_052;Ostholstein;Ostholstein;GrÃ¶mitz,Schashagen;GrÃ¶mitz,Schashagen;178,0;161,3;-;-;[54.1390792, 10.9224571];[54.1390792, 10.9224571];3897;0,0;161,3
PR3_OHS_053;Ostholstein;-;Altenkrempe;-;25,5;0,0;-;-;[54.1316968, 10.8274868];[0, 0];3897;0,0;0,0
PR3_OHS_054;Ostholstein;-;SÃ¼sel;-;50,4;0,0;-;-;[54.0791463, 10.7132522];[0, 0];3897;0,0;0,0
PR3_OHS_055;Ostholstein;-;SÃ¼sel;-;49,0;0,0;-;-;[54.0791463, 10.7132522];[0, 0];3897;0,0;0,0
PR3_OHS_056;Ostholstein;-;Bosau;-;86,3;0,0;-;-;[54.1041743, 10.4300895];[0, 0];3897;0,0;0,0
PR3_OHS_057;Ostholstein;Ostholstein;Bosau;Bosau;252,2;43,3;-;-;[54.1041743, 10.4300895];[54.1041743, 10.4300895];3897;0,0;43,3
PR3_OHS_059;Ostholstein;Ostholstein;AhrensbÃ¶k,Bosau,Glasau,SÃ¼sel;AhrensbÃ¶k,Bosau,Glasau;410,2;99,4;-;-;[54.0655021, 10.5478255];[54.0609541, 10.4926833];3897;0,0;99,4
PR3_OHS_060;Ostholstein;-;Bosau,Glasau;-;273,7;0,0;-;-;[54.088008, 10.4657361];[0, 0];3897;0,0;0,0
PR3_OHS_061;Ostholstein;-;Bosau;-;106,1;0,0;-;-;[54.1041743, 10.4300895];[0, 0];3897;0,0;0,0
PR3_OHS_062;Ostholstein;Ostholstein;Scharbeutz,SÃ¼sel;Scharbeutz,SÃ¼sel;339,4;298,6;WKA in Betrieb;WKA in Betrieb;[54.0528901, 10.7346001];[54.0528901, 10.7346001];3897;0,0;298,6
PR3_OHS_063;Ostholstein;-;AhrensbÃ¶k,Scharbeutz,SÃ¼sel;-;73,0;0,0;-;-;[54.0375422, 10.671926];[0, 0];3897;0,0;0,0
PR3_OHS_064;Ostholstein;-;AhrensbÃ¶k;-;84,7;0,0;-;-;[54.0068462, 10.5465776];[0, 0];5078;0,0;0,0
PR3_OHS_065;Ostholstein;-;AhrensbÃ¶k,Scharbeutz;-;164,3;0,0;-;-;[54.0167401, 10.6512628];[0, 0];3897;0,0;0,0
PR3_OHS_066;Ostholstein;-;AhrensbÃ¶k;-;21,0;0,0;-;-;[54.0068462, 10.5465776];[0, 0];5078;0,0;0,0
PR3_OHS_067;Ostholstein;-;AhrensbÃ¶k;-;33,4;0,0;-;-;[54.0068462, 10.5465776];[0, 0];5078;0,0;0,0
PR3_OHS_068;Ostholstein;Ostholstein;Scharbeutz;Scharbeutz;37,7;35,6;WKA in Betrieb;WKA in Betrieb;[54.026634, 10.7559481];[54.026634, 10.7559481];3897;0,0;35,6
PR3_OHS_069;Ostholstein;Ostholstein;AhrensbÃ¶k,Scharbeutz;AhrensbÃ¶k,Scharbeutz;117,4;116,4;WKA in Betrieb;WKA in Betrieb;[54.0167401, 10.6512628];[54.0167401, 10.6512628];3897;13,068;103,33200000000001
PR3_OHS_070;Ostholstein;-;AhrensbÃ¶k;-;18,4;0,0;-;-;[54.0068462, 10.5465776];[0, 0];5078;0,0;0,0
PR3_OHS_071;Ostholstein;-;AhrensbÃ¶k;-;58,4;0,0;-;-;[54.0068462, 10.5465776];[0, 0];5078;0,0;0,0
PR3_OHS_072;Ostholstein;Ostholstein;Ratekau,Timmendorfer Strand;Ratekau;108,4;18,7;-;-;[53.9752864, 10.7550297];[53.9523876, 10.7301577];5078;0,0;18,7
PR3_OHS_074;Ostholstein;Ostholstein;Ratekau,Scharbeutz,Stockelsdorf;Ratekau,Scharbeutz;99,7;29,7;-;-;[53.9590666, 10.7099582];[53.9895108, 10.7430529];5078;0,0;29,7
PR3_OHS_075;Ostholstein;-;AhrensbÃ¶k;-;32,8;0,0;-;-;[54.0068462, 10.5465776];[0, 0];5078;0,0;0,0
PR3_OHS_076;Ostholstein;Ostholstein;AhrensbÃ¶k;AhrensbÃ¶k;113,5;94,8;WKA in Betrieb;WKA in Betrieb;[54.0068462, 10.5465776];[54.0068462, 10.5465776];5078;0,0;94,8
PR3_OHS_077;Ostholstein;Ostholstein;Ratekau;Ratekau;35,8;31,0;WKA in Betrieb;WKA in Betrieb;[53.9523876, 10.7301577];[53.9523876, 10.7301577];5078;0,0;31,0
PR3_OHS_078;Ostholstein;-;Stockelsdorf;-;79,7;0,0;WKA in Betrieb;-;[53.8981783, 10.6437687];[0, 0];3086;0,0;0,0
PR3_OHS_079;Ostholstein;-;Stockelsdorf;-;37,9;0,0;-;-;[53.8981783, 10.6437687];[0, 0];3086;0,0;0,0
PR3_OHS_080;Ostholstein;Ostholstein;Stockelsdorf;Stockelsdorf;37,6;37,6;-;-;[53.8981783, 10.6437687];[53.8981783, 10.6437687];3086;0,0;37,6
PR3_OHS_081;Ostholstein;Ostholstein;Stockelsdorf;Stockelsdorf;85,8;18,3;-;-;[53.8981783, 10.6437687];[53.8981783, 10.6437687];3086;0,0;18,3
PR3_OHS_301;Ostholstein;-;GroÃenbrode;-;60,8;0,0;-;-;[54.3615914, 11.083755];[0, 0];5516;0,0;0,0
PR3_OHS_302;Ostholstein;-;Heringsdorf;-;78,8;0,0;-;-;[54.3000403, 11.0051236];[0, 0];5877;0,0;0,0
PR3_OHS_304;Ostholstein;-;Dahme,Grube;-;27,3;0,0;-;-;[54.2272072, 11.0597725];[0, 0];5877;0,0;0,0
PR3_OHS_305;Ostholstein;-;Neustadt in Holst.,Schashagen;-;188,6;0,0;-;-;[54.1340488, 10.8860643];[0, 0];3897;0,0;0,0
PR3_OHS_306;Ostholstein;-;Bad Schwartau,Stockelsdorf;-;18,7;0,0;-;-;[53.9089109, 10.670819];[0, 0];3086;0,0;0,0
PR3_OHS_401;Ostholstein;-;AhrensbÃ¶k,Wensin;-;37,1;0,0;-;-;[54.0068462, 10.5465776];[0, 0];5078;0,0;0,0
PR3_OHS_402;Ostholstein;-;AhrensbÃ¶k;-;13,5;0,0;-;-;[54.0068462, 10.5465776];[0, 0];5078;0,0;0,0
PR3_OHS_403;Ostholstein;-;Altenkrempe;-;172,0;0,0;-;-;[54.1316968, 10.8274868];[0, 0];3897;0,0;0,0
PR3_OHS_405;Ostholstein;-;GrÃ¶mitz;-;232,2;0,0;-;-;[54.1441095, 10.9588499];[0, 0];3897;0,0;0,0
PR3_OHS_406;Ostholstein;Ostholstein;GrÃ¶mitz,Grube,Riepsdorf;GrÃ¶mitz,Grube;51,5;21,5;-;-;[54.2004836, 10.9881831];[54.1885712, 10.9965711];3897;0,0;21,5
PR3_OHS_408;Ostholstein;-;Wangels;-;16,6;0,0;-;-;[54.2733206, 10.7663663];[0, 0];5877;0,0;0,0
PR3_OHS_409;Ostholstein;-;Gremersdorf;-;67,8;0,0;-;-;[54.3325847, 10.932245];[0, 0];5877;0,0;0,0
PR3_OHS_420;Ostholstein;Ostholstein;Fehmarn;Fehmarn;185,5;121,5;WKA in Betrieb;WKA in Betrieb;[54.4687375, 11.1340848];[54.4687375, 11.1340848];5516;0,0;121,5
PR3_OHS_421;Ostholstein;-;Fehmarn;-;95,1;0,0;-;-;[54.4687375, 11.1340848];[0, 0];5516;0,0;0,0
PR3_OHS_501;Ostholstein;-;Fehmarn;-;21,7;0,0;WKA in Betrieb;-;[54.4687375, 11.1340848];[0, 0];5516;0,0;0,0
PR3_OHS_502;Ostholstein;-;Fehmarn;-;81,8;0,0;-;-;[54.4687375, 11.1340848];[0, 0];5516;0,0;0,0
PR3_OHS_503;Ostholstein;-;Sierksdorf,SÃ¼sel;-;83,3;0,0;-;-;[54.0729579, 10.7413488];[0, 0];3897;0,0;0,0
PR3_PIN_001;Pinneberg;Pinneberg;Bokel;Bokel;44,3;21,8;-;-;[53.8667, 9.73333];[53.8667, 9.73333];2429;0,0;21,8
PR3_PIN_002;Pinneberg;-;Bokel;-;30,5;0,0;-;-;[53.8667, 9.73333];[0, 0];2429;0,0;0,0
PR3_PIN_003;Pinneberg;-;Bokel,Brande-HÃ¶rnerkirchen,Lutzhorn;-;176,6;0,0;-;-;[53.8476352, 9.7417358];[0, 0];2429;0,0;0,0
PR3_PIN_004;Pinneberg;-;Heede;-;22,9;0,0;-;-;[53.7833, 9.8];[0, 0];4466;0,0;0,0
PR3_PIN_005;Pinneberg;Pinneberg;Raa-Besenbek;Raa-Besenbek;54,0;54,0;-;-;[53.755585, 9.6025433];[53.755585, 9.6025433];6108;0,0;54,0
PR3_PIN_006;Pinneberg;Pinneberg;Raa-Besenbek;Raa-Besenbek;47,5;47,5;-;-;[53.755585, 9.6025433];[53.755585, 9.6025433];6108;0,0;47,5
PR3_PIN_007;Pinneberg;-;Seester;-;65,2;0,0;-;-;[53.7175933, 9.5972582];[0, 0];6108;0,0;0,0
PR3_PIN_008;Pinneberg;-;GroÃ Nordende,Neuendeich,Seester,Uetersen;-;221,1;0,0;-;-;[53.6946773, 9.630157];[0, 0];6108;0,0;0,0
PR3_PIN_009;Pinneberg;Pinneberg;GroÃ Nordende,Neuendeich,Uetersen;Neuendeich,Uetersen;115,7;57,9;WKA in Betrieb;WKA in Betrieb;[53.6870387, 9.6411232];[53.6805581, 9.6366848];6108;11,532;46,367999999999995
PR3_PIN_301;Pinneberg;-;Raa-Besenbek;-;116,6;0,0;-;-;[53.755585, 9.6025433];[0, 0];6108;0,0;0,0
PR3_PIN_302;Pinneberg;-;Haselau,Haseldorf;-;121,0;0,0;-;-;[53.6473407, 9.6092259];[0, 0];6108;0,0;0,0
PR3_PIN_303;Pinneberg;-;Haseldorf;-;24,2;0,0;-;-;[53.6342209, 9.5961692];[0, 0];6108;0,0;0,0
PR3_PIN_304;Pinneberg;-;Haseldorf,Heist,Hetlingen,Holm;-;197,1;0,0;-;-;[53.6287321, 9.6432132];[0, 0];6108;0,0;0,0
PR3_PIN_401;Pinneberg;-;SeestermÃ¼he;-;59,3;0,0;-;-;[53.7041688, 9.5639384];[0, 0];6108;0,0;0,0
PR3_PIN_402;Pinneberg;-;SeestermÃ¼he;-;53,9;0,0;-;-;[53.7041688, 9.5639384];[0, 0];6108;0,0;0,0
PR3_PIN_501;Pinneberg;-;Moorrege;-;20,5;0,0;-;-;[53.6670781, 9.6706783];[0, 0];6108;0,0;0,0
PR2_PLO_001;PlÃ¶n;PlÃ¶n;Bendfeld,Schwartbuck,Stakendorf;Bendfeld,Schwartbuck,Stakendorf;179,2;60,6;-;-;[54.3697652, 10.4409759];[54.3697652, 10.4409759];2564;0,0;60,6
PR2_PLO_002;PlÃ¶n;PlÃ¶n;Fahren,Fiefbergen,Passade;Fahren,Fiefbergen,Passade;87,1;72,6;WKA in Betrieb;WKA in Betrieb;[54.3656723, 10.3323404];[54.3656723, 10.3323404];2564;29,822;42,77799999999999
PR2_PLO_003;PlÃ¶n;-;Heikendorf;-;23,7;0,0;-;-;[54.3692543, 10.2026135];[0, 0];2564;0,0;0,0
PR2_PLO_004;PlÃ¶n;-;KÃ¶hn,Schwartbuck;-;82,2;0,0;-;-;[54.3514189, 10.4675807];[0, 0];2564;0,0;0,0
PR2_PLO_005;PlÃ¶n;PlÃ¶n;Heikendorf;Heikendorf;20,5;20,5;-;-;[54.3692543, 10.2026135];[54.3692543, 10.2026135];2564;0,0;20,5
PR2_PLO_006;PlÃ¶n;PlÃ¶n;Bendfeld,Fargau-Pratjau,HÃ¶hndorf,Krummbek,Stoltenberg;Krummbek;351,9;27,4;-;-;[54.3572053, 10.3852686];[54.3792336, 10.4016095];2564;0,0;27,4
PR2_PLO_007;PlÃ¶n;-;Fahren,HÃ¶hndorf,Stoltenberg;-;19,5;0,0;-;-;[54.3557048, 10.3517692];[0, 0];2564;0,0;0,0
PR2_PLO_008;PlÃ¶n;-;Heikendorf,Probsteierhagen;-;40,8;0,0;-;-;[54.3654121, 10.2444239];[0, 0];2564;0,0;0,0
PR2_PLO_009;PlÃ¶n;-;KÃ¶hn;-;54,1;0,0;-;-;[54.3448871, 10.455848];[0, 0];2564;0,0;0,0
PR2_PLO_010;PlÃ¶n;-;Fargau-Pratjau;-;102,8;0,0;-;-;[54.3259862, 10.3879623];[0, 0];2564;0,0;0,0
PR2_PLO_011;PlÃ¶n;-;Fargau-Pratjau,Stoltenberg;-;60,3;0,0;-;-;[54.3348732, 10.3670358];[0, 0];2564;0,0;0,0
